timestamp,username,ip,country,success,minutes_since_last_login,country_changed,hour_deviation,ip_failed_5min,travel_risk
2026-08-01 12:04:00,user017,85.214.132.23,DE,True,247.0,1,0.5,0.0,0
2026-08-01 12:06:00,user026,70.66.12.162,CA,True,76.0,1,1.0,0.0,0
2026-08-01 12:10:00,user019,85.214.132.149,DE,True,247.0,1,0.5,0.0,0
2026-08-01 12:20:00,user023,117.198.4.21,IN,True,64.0,1,1.0,0.0,0
2026-08-01 12:27:00,user007,98.201.6.218,US,True,83.0,1,1.0,0.0,0
2026-08-01 12:32:00,user022,70.66.12.77,CA,True,247.0,1,0.0,0.0,0
2026-08-01 12:36:00,user007,81.2.69.47,GB,True,9.0,1,1.0,0.0,1
2026-08-01 13:03:00,user008,24.15.88.222,US,True,247.0,1,1.5,0.0,0
2026-08-01 13:32:00,user017,73.12.44.71,US,True,88.0,1,0.5,0.0,0
2026-08-01 13:35:00,user019,24.15.88.197,US,True,85.0,1,0.5,0.0,0
2026-08-01 13:43:00,user016,24.15.88.31,US,True,247.0,1,0.0,0.0,0
2026-08-01 13:54:00,user011,70.66.12.128,CA,True,247.0,1,1.0,0.0,0
2026-08-01 14:03:00,user015,85.214.132.80,DE,True,247.0,1,0.0,0.0,0
2026-08-01 14:39:00,user011,98.201.6.168,US,True,45.0,1,0.0,0.0,1
2026-08-01 14:45:00,user011,98.201.6.177,US,True,6.0,0,0.0,0.0,0
2026-08-01 14:51:00,user027,24.15.88.19,US,True,247.0,1,0.0,0.0,0
2026-08-01 14:57:00,user021,81.2.69.25,GB,True,247.0,1,0.0,0.0,0
2026-08-01 15:03:00,user003,98.201.6.196,US,True,247.0,1,0.0,0.0,0
2026-08-01 15:05:00,user013,98.201.6.105,US,True,247.0,1,0.0,0.0,0
2026-08-01 15:15:00,user018,117.198.4.180,IN,True,247.0,1,1.0,0.0,0
2026-08-01 15:36:00,user022,117.198.4.59,IN,True,184.0,1,3.0,0.0,0
2026-08-01 15:46:00,user013,70.66.12.65,CA,True,41.0,1,0.0,0.0,1
2026-08-01 16:18:00,user004,70.66.12.149,CA,True,247.0,1,1.5,0.0,0
2026-08-01 16:37:00,user008,73.12.44.12,US,True,214.0,0,1.5,0.0,0
2026-08-01 16:39:00,user013,81.2.69.154,GB,True,53.0,1,1.0,0.0,1
2026-08-01 16:51:00,user028,70.66.12.144,CA,True,247.0,1,1.0,0.0,0
2026-08-01 17:55:00,user029,73.12.44.188,US,True,247.0,1,0.0,0.0,0
2026-08-01 17:57:00,user018,70.66.12.122,CA,True,162.0,1,1.0,0.0,0
2026-08-01 17:58:00,user028,85.214.132.6,DE,True,67.0,1,0.0,0.0,0
2026-08-01 19:00:00,user030,73.12.44.45,US,True,247.0,1,0.0,0.0,0
2026-08-01 19:06:00,user020,24.15.88.151,US,True,247.0,1,0.5,0.0,0
2026-08-01 19:11:00,user004,73.12.44.5,US,False,173.0,1,1.5,1.0,0
2026-08-01 19:33:00,user028,70.66.12.35,CA,True,95.0,1,2.0,0.0,0
2026-08-01 20:14:00,user020,85.214.132.75,DE,True,68.0,1,0.5,0.0,0
2026-08-01 20:35:00,user001,117.198.4.143,IN,True,247.0,1,0.0,0.0,0
2026-08-02 06:00:00,user009,70.66.12.143,CA,True,1359.0,1,0.5,0.0,0
2026-08-02 06:03:00,user025,117.198.4.32,IN,True,1277.0,1,2.0,0.0,0
2026-08-02 07:10:00,user012,73.12.44.143,US,True,1193.0,0,2.0,0.0,0
2026-08-02 07:21:00,user009,98.201.6.123,US,True,81.0,1,0.5,0.0,0
2026-08-02 07:39:00,user014,117.198.4.171,IN,True,1182.0,1,2.0,0.0,0
2026-08-02 07:44:00,user002,98.201.6.18,US,True,1319.0,1,1.0,0.0,0
2026-08-02 08:16:00,user005,24.15.88.140,US,True,1351.0,0,1.0,0.0,0
2026-08-02 08:20:00,user025,81.2.69.39,GB,True,137.0,1,0.0,0.0,0
2026-08-02 08:46:00,user025,73.12.44.47,US,True,26.0,1,0.0,0.0,1
2026-08-02 09:20:00,user010,85.214.132.127,DE,True,1440.0,0,0.0,0.0,0
2026-08-02 09:29:00,user005,98.201.6.120,US,True,73.0,0,0.0,0.0,0
2026-08-02 09:44:00,user024,73.12.44.48,US,True,1352.0,0,1.0,0.0,0
2026-08-02 09:45:00,user002,85.214.132.179,DE,False,121.0,1,1.0,1.0,0
2026-08-02 09:45:00,user005,73.12.44.98,US,True,16.0,0,0.0,0.0,0
2026-08-02 10:50:00,user026,73.12.44.89,US,True,1364.0,1,1.0,0.0,0
2026-08-02 11:04:00,user007,70.66.12.4,CA,True,1348.0,1,0.0,0.0,0
2026-08-02 11:07:00,user006,70.66.12.171,CA,True,1414.0,1,0.0,0.0,0
2026-08-02 11:12:00,user024,24.15.88.209,US,True,88.0,0,1.0,0.0,0
2026-08-02 11:15:00,user023,81.2.69.55,GB,True,1375.0,1,0.0,0.0,0
2026-08-02 11:16:00,user023,73.12.44.207,US,True,1.0,1,0.0,0.0,1
2026-08-02 11:17:00,user012,24.15.88.244,US,True,247.0,0,2.0,0.0,0
2026-08-02 11:18:00,user006,98.201.6.236,US,True,11.0,1,0.0,0.0,1
2026-08-02 11:33:00,user006,73.12.44.93,US,True,15.0,0,0.0,0.0,0
2026-08-02 11:57:00,user014,85.214.132.48,DE,True,258.0,1,2.0,0.0,0
2026-08-02 12:04:00,user017,85.214.132.23,DE,True,1352.0,1,0.5,0.0,0
2026-08-02 12:06:00,user026,70.66.12.162,CA,True,76.0,1,1.0,0.0,0
2026-08-02 12:10:00,user019,85.214.132.149,DE,True,1355.0,1,0.5,0.0,0
2026-08-02 12:20:00,user023,117.198.4.21,IN,True,64.0,1,1.0,0.0,0
2026-08-02 12:27:00,user007,98.201.6.218,US,True,83.0,1,1.0,0.0,0
2026-08-02 12:32:00,user022,70.66.12.77,CA,True,1256.0,1,0.0,0.0,0
2026-08-02 12:36:00,user007,81.2.69.47,GB,True,9.0,1,1.0,0.0,1
2026-08-02 13:03:00,user008,24.15.88.222,US,True,1226.0,0,1.5,0.0,0
2026-08-02 13:32:00,user017,73.12.44.71,US,True,88.0,1,0.5,0.0,0
2026-08-02 13:35:00,user019,24.15.88.197,US,True,85.0,1,0.5,0.0,0
2026-08-02 13:43:00,user016,24.15.88.31,US,True,1440.0,0,0.0,0.0,0
2026-08-02 13:54:00,user011,70.66.12.128,CA,True,1389.0,1,1.0,0.0,0
2026-08-02 14:03:00,user015,85.214.132.80,DE,True,1440.0,0,0.0,0.0,0
2026-08-02 14:39:00,user011,98.201.6.168,US,True,45.0,1,0.0,0.0,1
2026-08-02 14:45:00,user011,98.201.6.177,US,True,6.0,0,0.0,0.0,0
2026-08-02 14:51:00,user027,24.15.88.19,US,True,1440.0,0,0.0,0.0,0
2026-08-02 14:57:00,user021,81.2.69.25,GB,True,1440.0,0,0.0,0.0,0
2026-08-02 15:03:00,user003,98.201.6.196,US,True,1440.0,0,0.0,0.0,0
2026-08-02 15:05:00,user013,98.201.6.105,US,True,1346.0,1,0.0,0.0,0
2026-08-02 15:15:00,user018,117.198.4.180,IN,True,1278.0,1,1.0,0.0,0
2026-08-02 15:36:00,user022,117.198.4.59,IN,True,184.0,1,3.0,0.0,0
2026-08-02 15:46:00,user013,70.66.12.65,CA,True,41.0,1,0.0,0.0,1
2026-08-02 16:18:00,user004,70.66.12.149,CA,True,1267.0,1,1.5,0.0,0
2026-08-02 16:37:00,user008,73.12.44.12,US,True,214.0,0,1.5,0.0,0
2026-08-02 16:39:00,user013,81.2.69.154,GB,True,53.0,1,1.0,0.0,1
2026-08-02 16:51:00,user028,70.66.12.144,CA,True,1278.0,0,1.0,0.0,0
2026-08-02 17:55:00,user029,73.12.44.188,US,True,1440.0,0,0.0,0.0,0
2026-08-02 17:57:00,user018,70.66.12.122,CA,True,162.0,1,1.0,0.0,0
2026-08-02 17:58:00,user028,85.214.132.6,DE,True,67.0,1,0.0,0.0,0
2026-08-02 19:00:00,user030,73.12.44.45,US,True,1440.0,0,0.0,0.0,0
2026-08-02 19:06:00,user020,24.15.88.151,US,True,1372.0,1,0.5,0.0,0
2026-08-02 19:11:00,user004,73.12.44.5,US,False,173.0,1,1.5,1.0,0
2026-08-02 19:33:00,user028,70.66.12.35,CA,True,95.0,1,2.0,0.0,0
2026-08-02 20:14:00,user020,85.214.132.75,DE,True,68.0,1,0.5,0.0,0
2026-08-02 20:35:00,user001,117.198.4.143,IN,True,1440.0,0,0.0,0.0,0
2026-08-03 06:00:00,user009,70.66.12.143,CA,True,1359.0,1,0.5,0.0,0
2026-08-03 06:03:00,user025,117.198.4.32,IN,True,1277.0,1,2.0,0.0,0
2026-08-03 07:10:00,user012,73.12.44.143,US,True,1193.0,0,2.0,0.0,0
2026-08-03 07:21:00,user009,98.201.6.123,US,True,81.0,1,0.5,0.0,0
2026-08-03 07:39:00,user014,117.198.4.171,IN,True,1182.0,1,2.0,0.0,0
2026-08-03 07:44:00,user002,98.201.6.18,US,True,1319.0,1,1.0,0.0,0
2026-08-03 08:16:00,user005,24.15.88.140,US,True,1351.0,0,1.0,0.0,0
2026-08-03 08:20:00,user025,81.2.69.39,GB,True,137.0,1,0.0,0.0,0
2026-08-03 08:46:00,user025,73.12.44.47,US,True,26.0,1,0.0,0.0,1
2026-08-03 09:20:00,user010,85.214.132.127,DE,True,1440.0,0,0.0,0.0,0
2026-08-03 09:29:00,user005,98.201.6.120,US,True,73.0,0,0.0,0.0,0
2026-08-03 09:44:00,user024,73.12.44.48,US,True,1352.0,0,1.0,0.0,0
2026-08-03 09:45:00,user005,73.12.44.98,US,True,16.0,0,0.0,0.0,0
2026-08-03 09:45:00,user002,85.214.132.179,DE,False,121.0,1,1.0,1.0,0
2026-08-03 10:50:00,user026,73.12.44.89,US,True,1364.0,1,1.0,0.0,0
2026-08-03 11:04:00,user007,70.66.12.4,CA,True,1348.0,1,0.0,0.0,0
2026-08-03 11:07:00,user006,70.66.12.171,CA,True,1414.0,1,0.0,0.0,0
2026-08-03 11:12:00,user024,24.15.88.209,US,True,88.0,0,1.0,0.0,0
2026-08-03 11:15:00,user023,81.2.69.55,GB,True,1375.0,1,0.0,0.0,0
2026-08-03 11:16:00,user023,73.12.44.207,US,True,1.0,1,0.0,0.0,1
2026-08-03 11:17:00,user012,24.15.88.244,US,True,247.0,0,2.0,0.0,0
2026-08-03 11:18:00,user006,98.201.6.236,US,True,11.0,1,0.0,0.0,1
2026-08-03 11:33:00,user006,73.12.44.93,US,True,15.0,0,0.0,0.0,0
2026-08-03 11:57:00,user014,85.214.132.48,DE,True,258.0,1,2.0,0.0,0
2026-08-03 12:04:00,user017,85.214.132.23,DE,True,1352.0,1,0.5,0.0,0
2026-08-03 12:06:00,user026,70.66.12.162,CA,True,76.0,1,1.0,0.0,0
2026-08-03 12:10:00,user019,85.214.132.149,DE,True,1355.0,1,0.5,0.0,0
2026-08-03 12:20:00,user023,117.198.4.21,IN,True,64.0,1,1.0,0.0,0
2026-08-03 12:27:00,user007,98.201.6.218,US,True,83.0,1,1.0,0.0,0
2026-08-03 12:32:00,user022,70.66.12.77,CA,True,1256.0,1,0.0,0.0,0
2026-08-03 12:36:00,user007,81.2.69.47,GB,True,9.0,1,1.0,0.0,1
2026-08-03 13:03:00,user008,24.15.88.222,US,True,1226.0,0,1.5,0.0,0
2026-08-03 13:32:00,user017,73.12.44.71,US,True,88.0,1,0.5,0.0,0
2026-08-03 13:35:00,user019,24.15.88.197,US,True,85.0,1,0.5,0.0,0
2026-08-03 13:43:00,user016,24.15.88.31,US,True,1440.0,0,0.0,0.0,0
2026-08-03 13:54:00,user011,70.66.12.128,CA,True,1389.0,1,1.0,0.0,0
2026-08-03 14:03:00,user015,85.214.132.80,DE,True,1440.0,0,0.0,0.0,0
2026-08-03 14:39:00,user011,98.201.6.168,US,True,45.0,1,0.0,0.0,1
2026-08-03 14:45:00,user011,98.201.6.177,US,True,6.0,0,0.0,0.0,0
2026-08-03 14:51:00,user027,24.15.88.19,US,True,1440.0,0,0.0,0.0,0
2026-08-03 14:57:00,user021,81.2.69.25,GB,True,1440.0,0,0.0,0.0,0
2026-08-03 15:03:00,user003,98.201.6.196,US,True,1440.0,0,0.0,0.0,0
2026-08-03 15:05:00,user013,98.201.6.105,US,True,1346.0,1,0.0,0.0,0
2026-08-03 15:15:00,user018,117.198.4.180,IN,True,1278.0,1,1.0,0.0,0
2026-08-03 15:36:00,user022,117.198.4.59,IN,True,184.0,1,3.0,0.0,0
2026-08-03 15:46:00,user013,70.66.12.65,CA,True,41.0,1,0.0,0.0,1
2026-08-03 16:18:00,user004,70.66.12.149,CA,True,1267.0,1,1.5,0.0,0
2026-08-03 16:37:00,user008,73.12.44.12,US,True,214.0,0,1.5,0.0,0
2026-08-03 16:39:00,user013,81.2.69.154,GB,True,53.0,1,1.0,0.0,1
2026-08-03 16:51:00,user028,70.66.12.144,CA,True,1278.0,0,1.0,0.0,0
2026-08-03 17:55:00,user029,73.12.44.188,US,True,1440.0,0,0.0,0.0,0
2026-08-03 17:57:00,user018,70.66.12.122,CA,True,162.0,1,1.0,0.0,0
2026-08-03 17:58:00,user028,85.214.132.6,DE,True,67.0,1,0.0,0.0,0
2026-08-03 19:00:00,user030,73.12.44.45,US,True,1440.0,0,0.0,0.0,0
2026-08-03 19:06:00,user020,24.15.88.151,US,True,1372.0,1,0.5,0.0,0
2026-08-03 19:11:00,user004,73.12.44.5,US,False,173.0,1,1.5,1.0,0
2026-08-03 19:33:00,user028,70.66.12.35,CA,True,95.0,1,2.0,0.0,0
2026-08-03 20:14:00,user020,85.214.132.75,DE,True,68.0,1,0.5,0.0,0
2026-08-03 20:35:00,user001,117.198.4.143,IN,True,1440.0,0,0.0,0.0,0
2026-08-04 06:00:00,user009,70.66.12.143,CA,True,1359.0,1,0.5,0.0,0
2026-08-04 06:03:00,user025,117.198.4.32,IN,True,1277.0,1,2.0,0.0,0
2026-08-04 07:10:00,user012,73.12.44.143,US,True,1193.0,0,2.0,0.0,0
2026-08-04 07:21:00,user009,98.201.6.123,US,True,81.0,1,0.5,0.0,0
2026-08-04 07:39:00,user014,117.198.4.171,IN,True,1182.0,1,2.0,0.0,0
2026-08-04 07:44:00,user002,98.201.6.18,US,True,1319.0,1,1.0,0.0,0
2026-08-04 08:16:00,user005,24.15.88.140,US,True,1351.0,0,1.0,0.0,0
2026-08-04 08:20:00,user025,81.2.69.39,GB,True,137.0,1,0.0,0.0,0
2026-08-04 08:46:00,user025,73.12.44.47,US,True,26.0,1,0.0,0.0,1
2026-08-04 09:20:00,user010,85.214.132.127,DE,True,1440.0,0,0.0,0.0,0
2026-08-04 09:29:00,user005,98.201.6.120,US,True,73.0,0,0.0,0.0,0
2026-08-04 09:44:00,user024,73.12.44.48,US,True,1352.0,0,1.0,0.0,0
2026-08-04 09:45:00,user002,85.214.132.179,DE,False,121.0,1,1.0,1.0,0
2026-08-04 09:45:00,user005,73.12.44.98,US,True,16.0,0,0.0,0.0,0
2026-08-04 10:50:00,user026,73.12.44.89,US,True,1364.0,1,1.0,0.0,0
2026-08-04 11:04:00,user007,70.66.12.4,CA,True,1348.0,1,0.0,0.0,0
2026-08-04 11:07:00,user006,70.66.12.171,CA,True,1414.0,1,0.0,0.0,0
2026-08-04 11:12:00,user024,24.15.88.209,US,True,88.0,0,1.0,0.0,0
2026-08-04 11:15:00,user023,81.2.69.55,GB,True,1375.0,1,0.0,0.0,0
2026-08-04 11:16:00,user023,73.12.44.207,US,True,1.0,1,0.0,0.0,1
2026-08-04 11:17:00,user012,24.15.88.244,US,True,247.0,0,2.0,0.0,0
2026-08-04 11:18:00,user006,98.201.6.236,US,True,11.0,1,0.0,0.0,1
2026-08-04 11:33:00,user006,73.12.44.93,US,True,15.0,0,0.0,0.0,0
2026-08-04 11:57:00,user014,85.214.132.48,DE,True,258.0,1,2.0,0.0,0
2026-08-04 12:04:00,user017,85.214.132.23,DE,True,1352.0,1,0.5,0.0,0
2026-08-04 12:06:00,user026,70.66.12.162,CA,True,76.0,1,1.0,0.0,0
2026-08-04 12:10:00,user019,85.214.132.149,DE,True,1355.0,1,0.5,0.0,0
2026-08-04 12:20:00,user023,117.198.4.21,IN,True,64.0,1,1.0,0.0,0
2026-08-04 12:27:00,user007,98.201.6.218,US,True,83.0,1,1.0,0.0,0
2026-08-04 12:32:00,user022,70.66.12.77,CA,True,1256.0,1,0.0,0.0,0
2026-08-04 12:36:00,user007,81.2.69.47,GB,True,9.0,1,1.0,0.0,1
2026-08-04 13:03:00,user008,24.15.88.222,US,True,1226.0,0,1.5,0.0,0
2026-08-04 13:32:00,user017,73.12.44.71,US,True,88.0,1,0.5,0.0,0
2026-08-04 13:35:00,user019,24.15.88.197,US,True,85.0,1,0.5,0.0,0
2026-08-04 13:43:00,user016,24.15.88.31,US,True,1440.0,0,0.0,0.0,0
2026-08-04 13:54:00,user011,70.66.12.128,CA,True,1389.0,1,1.0,0.0,0
2026-08-04 14:03:00,user015,85.214.132.80,DE,True,1440.0,0,0.0,0.0,0
2026-08-04 14:39:00,user011,98.201.6.168,US,True,45.0,1,0.0,0.0,1
2026-08-04 14:45:00,user011,98.201.6.177,US,True,6.0,0,0.0,0.0,0
2026-08-04 14:51:00,user027,24.15.88.19,US,True,1440.0,0,0.0,0.0,0
2026-08-04 14:57:00,user021,81.2.69.25,GB,True,1440.0,0,0.0,0.0,0
2026-08-04 15:03:00,user003,98.201.6.196,US,True,1440.0,0,0.0,0.0,0
2026-08-04 15:05:00,user013,98.201.6.105,US,True,1346.0,1,0.0,0.0,0
2026-08-04 15:15:00,user018,117.198.4.180,IN,True,1278.0,1,1.0,0.0,0
2026-08-04 15:36:00,user022,117.198.4.59,IN,True,184.0,1,3.0,0.0,0
2026-08-04 15:46:00,user013,70.66.12.65,CA,True,41.0,1,0.0,0.0,1
2026-08-04 16:18:00,user004,70.66.12.149,CA,True,1267.0,1,1.5,0.0,0
2026-08-04 16:37:00,user008,73.12.44.12,US,True,214.0,0,1.5,0.0,0
2026-08-04 16:39:00,user013,81.2.69.154,GB,True,53.0,1,1.0,0.0,1
2026-08-04 16:51:00,user028,70.66.12.144,CA,True,1278.0,0,1.0,0.0,0
2026-08-04 17:55:00,user029,73.12.44.188,US,True,1440.0,0,0.0,0.0,0
2026-08-04 17:57:00,user018,70.66.12.122,CA,True,162.0,1,1.0,0.0,0
2026-08-04 17:58:00,user028,85.214.132.6,DE,True,67.0,1,0.0,0.0,0
2026-08-04 19:00:00,user030,73.12.44.45,US,True,1440.0,0,0.0,0.0,0
2026-08-04 19:06:00,user020,24.15.88.151,US,True,1372.0,1,0.5,0.0,0
2026-08-04 19:11:00,user004,73.12.44.5,US,False,173.0,1,1.5,1.0,0
2026-08-04 19:33:00,user028,70.66.12.35,CA,True,95.0,1,2.0,0.0,0
2026-08-04 20:14:00,user020,85.214.132.75,DE,True,68.0,1,0.5,0.0,0
2026-08-04 20:35:00,user001,117.198.4.143,IN,True,1440.0,0,0.0,0.0,0
2026-08-05 06:00:00,user009,70.66.12.143,CA,True,1359.0,1,0.5,0.0,0
2026-08-05 06:03:00,user025,117.198.4.32,IN,True,1277.0,1,2.0,0.0,0
2026-08-05 07:10:00,user012,73.12.44.143,US,True,1193.0,0,2.0,0.0,0
2026-08-05 07:21:00,user009,98.201.6.123,US,True,81.0,1,0.5,0.0,0
2026-08-05 07:39:00,user014,117.198.4.171,IN,True,1182.0,1,2.0,0.0,0
2026-08-05 07:44:00,user002,98.201.6.18,US,True,1319.0,1,1.0,0.0,0
2026-08-05 08:16:00,user005,24.15.88.140,US,True,1351.0,0,1.0,0.0,0
2026-08-05 08:20:00,user025,81.2.69.39,GB,True,137.0,1,0.0,0.0,0
2026-08-05 08:46:00,user025,73.12.44.47,US,True,26.0,1,0.0,0.0,1
2026-08-05 09:20:00,user010,85.214.132.127,DE,True,1440.0,0,0.0,0.0,0
2026-08-05 09:29:00,user005,98.201.6.120,US,True,73.0,0,0.0,0.0,0
2026-08-05 09:44:00,user024,73.12.44.48,US,True,1352.0,0,1.0,0.0,0
2026-08-05 09:45:00,user002,85.214.132.179,DE,False,121.0,1,1.0,1.0,0
2026-08-05 09:45:00,user005,73.12.44.98,US,True,16.0,0,0.0,0.0,0
2026-08-05 10:50:00,user026,73.12.44.89,US,True,1364.0,1,1.0,0.0,0
2026-08-05 11:04:00,user007,70.66.12.4,CA,True,1348.0,1,0.0,0.0,0
2026-08-05 11:07:00,user006,70.66.12.171,CA,True,1414.0,1,0.0,0.0,0
2026-08-05 11:12:00,user024,24.15.88.209,US,True,88.0,0,1.0,0.0,0
2026-08-05 11:15:00,user023,81.2.69.55,GB,True,1375.0,1,0.0,0.0,0
2026-08-05 11:16:00,user023,73.12.44.207,US,True,1.0,1,0.0,0.0,1
2026-08-05 11:17:00,user012,24.15.88.244,US,True,247.0,0,2.0,0.0,0
2026-08-05 11:18:00,user006,98.201.6.236,US,True,11.0,1,0.0,0.0,1
2026-08-05 11:33:00,user006,73.12.44.93,US,True,15.0,0,0.0,0.0,0
2026-08-05 11:57:00,user014,85.214.132.48,DE,True,258.0,1,2.0,0.0,0
2026-08-05 12:04:00,user017,85.214.132.23,DE,True,1352.0,1,0.5,0.0,0
2026-08-05 12:06:00,user026,70.66.12.162,CA,True,76.0,1,1.0,0.0,0
2026-08-05 12:10:00,user019,85.214.132.149,DE,True,1355.0,1,0.5,0.0,0
2026-08-05 12:20:00,user023,117.198.4.21,IN,True,64.0,1,1.0,0.0,0
2026-08-05 12:27:00,user007,98.201.6.218,US,True,83.0,1,1.0,0.0,0
2026-08-05 12:32:00,user022,70.66.12.77,CA,True,1256.0,1,0.0,0.0,0
2026-08-05 12:36:00,user007,81.2.69.47,GB,True,9.0,1,1.0,0.0,1
2026-08-05 13:03:00,user008,24.15.88.222,US,True,1226.0,0,1.5,0.0,0
2026-08-05 13:32:00,user017,73.12.44.71,US,True,88.0,1,0.5,0.0,0
2026-08-05 13:35:00,user019,24.15.88.197,US,True,85.0,1,0.5,0.0,0
2026-08-05 13:43:00,user016,24.15.88.31,US,True,1440.0,0,0.0,0.0,0
2026-08-05 13:54:00,user011,70.66.12.128,CA,True,1389.0,1,1.0,0.0,0
2026-08-05 14:03:00,user015,85.214.132.80,DE,True,1440.0,0,0.0,0.0,0
2026-08-05 14:39:00,user011,98.201.6.168,US,True,45.0,1,0.0,0.0,1
2026-08-05 14:45:00,user011,98.201.6.177,US,True,6.0,0,0.0,0.0,0
2026-08-05 14:51:00,user027,24.15.88.19,US,True,1440.0,0,0.0,0.0,0
2026-08-05 14:57:00,user021,81.2.69.25,GB,True,1440.0,0,0.0,0.0,0
2026-08-05 15:03:00,user003,98.201.6.196,US,True,1440.0,0,0.0,0.0,0
2026-08-05 15:05:00,user013,98.201.6.105,US,True,1346.0,1,0.0,0.0,0
2026-08-05 15:15:00,user018,117.198.4.180,IN,True,1278.0,1,1.0,0.0,0
2026-08-05 15:36:00,user022,117.198.4.59,IN,True,184.0,1,3.0,0.0,0
2026-08-05 15:46:00,user013,70.66.12.65,CA,True,41.0,1,0.0,0.0,1
2026-08-05 16:18:00,user004,70.66.12.149,CA,True,1267.0,1,1.5,0.0,0
2026-08-05 16:37:00,user008,73.12.44.12,US,True,214.0,0,1.5,0.0,0
2026-08-05 16:39:00,user013,81.2.69.154,GB,True,53.0,1,1.0,0.0,1
2026-08-05 16:51:00,user028,70.66.12.144,CA,True,1278.0,0,1.0,0.0,0
2026-08-05 17:55:00,user029,73.12.44.188,US,True,1440.0,0,0.0,0.0,0
2026-08-05 17:57:00,user018,70.66.12.122,CA,True,162.0,1,1.0,0.0,0
2026-08-05 17:58:00,user028,85.214.132.6,DE,True,67.0,1,0.0,0.0,0
2026-08-05 19:00:00,user030,73.12.44.45,US,True,1440.0,0,0.0,0.0,0
2026-08-05 19:06:00,user020,24.15.88.151,US,True,1372.0,1,0.5,0.0,0
2026-08-05 19:11:00,user004,73.12.44.5,US,False,173.0,1,1.5,1.0,0
2026-08-05 19:33:00,user028,70.66.12.35,CA,True,95.0,1,2.0,0.0,0
2026-08-05 20:14:00,user020,85.214.132.75,DE,True,68.0,1,0.5,0.0,0
2026-08-05 20:35:00,user001,117.198.4.143,IN,True,1440.0,0,0.0,0.0,0
2026-08-06 03:00:00,user007,185.220.101.5,RU,False,864.0,1,8.0,1.0,0
2026-08-06 03:00:08,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,2.0,0
2026-08-06 03:00:16,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,3.0,0
2026-08-06 03:00:24,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,4.0,0
2026-08-06 03:00:32,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,5.0,0
2026-08-06 03:00:40,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,6.0,0
2026-08-06 03:00:48,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,7.0,0
2026-08-06 03:00:56,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,8.0,0
2026-08-06 03:01:04,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,9.0,0
2026-08-06 03:01:12,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,10.0,0
2026-08-06 03:01:20,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,11.0,0
2026-08-06 03:01:28,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,12.0,0
2026-08-06 03:01:36,user007,185.220.101.5,RU,False,0.13333333333333333,0,8.0,13.0,0
